Hour,Month,WindSpeed,WindDir,Rain,Power
15,1,7.2,WSW,0,48.1
2,2,2.7,NE,0,9.8
10,9,7.2,W,0,50.7
14,12,2.2,N,0,0
0,11,4,NE,0,24.3
19,5,1.8,W,0,0
10,4,0.4,NW,0,0.1
15,11,3.6,WSW,0,22.5
11,1,1.8,SE,0,2.9
20,9,0.4,SSW,0,1.8
20,2,1.3,SSW,0,0
3,11,1.8,N,0,5.5
0,5,6.7,NE,0,15.3
8,2,2.2,NE,0,9.6
15,1,1.8,ESE,0,12.7
16,9,5.4,NNE,0,24.2
18,2,3.1,SSW,0,11.7
17,8,4,SW,0,23.1
10,8,5.8,NE,0,47.2
2,1,0.9,E,0,38.3
0,9,9.8,WSW,0,38.9
19,1,3.1,SW,0,8.3
9,3,0.4,W,0,8.1
0,2,2.2,SW,0,25.4
6,1,2.2,NE,0,48.5
8,4,4.5,NNE,0,0
13,5,2.2,ENE,0,0.4
22,7,0,WSW,0,2.8
15,3,1.3,NNE,0,0
11,6,4.9,WNW,0,25.2
10,8,7.2,NNE,0,34.7
12,8,1.8,S,0,19
15,7,4,SW,0,11.3
13,10,2.2,NE,0,0.9
9,1,2.2,E,0,13.4
16,8,7.2,N,0,50.5
18,1,2.7,SW,0,7.3
21,7,0.4,SSW,0,0.2
20,11,0.4,SW,0,0
3,8,8.9,WNW,0,40.1
4,6,4,NE,0,39
0,2,1.8,NE,0,19.2
1,12,3.6,N,0,28.7
15,9,6.3,WSW,0,26.4
10,7,4,ENE,0,34.8
19,12,0.9,E,0,13.1
12,4,4.5,SW,0,38.9
8,2,0,SSW,0,0.2
21,3,2.2,S,0,11.2
13,7,4,NNW,0,19.5
15,1,0.9,SSW,0,1
8,12,2.2,NE,0,2.5
21,10,0,E,0,40.5
5,1,0,SSW,0,2.1
9,12,5.8,NE,0,29.8
8,2,0.4,WSW,0,2.3
0,8,2.2,E,0,0
2,12,4.5,SW,0,48.7
4,4,5.4,NNE,0,26.9
7,3,0.9,ENE,0,0.2
23,5,8.9,W,0.2,52.5
20,12,2.7,SW,0,4.8
13,10,4.9,WSW,0,21.5
12,6,1.3,SE,0,1.8
8,7,2.7,SW,0,21.4
0,8,2.2,NE,0,18.3
16,3,3.6,WSW,0,11.3
5,12,0.4,SSW,0,0.2
13,8,0.9,ESE,0,0.1
4,8,6.3,W,0,49.2
8,3,4.5,NE,0,29.7
11,7,7.6,N,0,52.4
7,3,0.4,S,0,14.1
22,9,1.8,ESE,0,10.2
9,1,2.2,SW,0,9.4
9,8,5.8,NE,0,17.7
22,5,4.9,NNE,0,44.1
8,2,2.2,WSW,0.2,-0.2
16,7,10.7,WNW,0,38.8
3,4,3.6,NE,0,43.7
21,2,0.4,SE,0,34.9
21,3,0.4,NNE,0,1
15,9,8.5,NNW,0,36.6
19,12,4.9,SW,0.4,23.7
16,9,8,WNW,0,26.5
1,7,5.8,NE,0,50.5
0,2,0.4,SSE,0,0.1
4,2,4.5,ESE,0,6.2
17,5,4.9,WSW,0,32.3
11,3,4.9,NE,0,14.3
12,12,8.5,NNW,0,47
7,11,0.9,S,0,9.9
22,8,4,SW,0,49.4
15,12,4,SSW,0,10.6
14,7,3.1,SW,0,32.7
23,11,0,WSW,0,10.6
4,2,3.1,NE,0,4.9
2,8,0,SW,0,2.8
6,8,5.8,NNW,0,51.6
12,2,4.5,WNW,0,1.3
19,2,0.9,E,0,29.6
22,4,3.6,ENE,0,14.4
3,9,0.9,SW,0,26.5
5,8,2.7,NNE,0,20.4
1,12,0.4,SW,0,9.8
18,4,3.6,SW,0,35.8
18,9,1.3,SSW,0,12.8
9,4,2.2,S,0,27
16,11,2.7,W,0,0
13,10,2.2,NNW,0,1.3
11,7,1.8,N,0,39.6
20,12,2.2,WSW,0,0.9
18,12,2.2,ESE,0,40.9
4,1,0.4,SW,0,0
12,8,10.3,W,0,40.1
5,9,11.6,WSW,0,40
10,7,1.8,N,0,45
19,9,0.4,SW,0,14.3
5,1,0.9,SW,0,0.1
5,12,0,ENE,0,12.7
12,10,0.9,SE,0,0
0,3,0.9,NE,0,8.1
16,8,2.2,S,0,21.7
16,5,6.7,WSW,0.8,27.3
11,6,3.6,NE,0,3.4
16,6,4,NE,0,0.1
4,8,3.1,WSW,0,29.6
7,8,10.7,W,0,42.9
17,2,1.8,S,0,3.8
22,11,2.7,SW,0,32.9
5,6,2.2,WNW,0,17.3
16,2,4,SSW,0,15
23,3,3.1,SW,0,33.1
16,5,3.1,SW,0,4.1
16,12,4.5,SW,0,14.2
8,5,2.7,WNW,0,36.1
5,8,1.8,NE,0,0.2
22,11,0.4,SSE,0,-0.1
0,10,0,---,0,0
17,8,3.1,WSW,0,2.7
15,10,7.6,NNW,0,32.7
16,2,2.7,WNW,0,1.7
19,9,10.3,WSW,0,40.9
23,8,0.4,ESE,0,0.4
3,4,0.4,NE,0,13
10,10,13.9,NNE,0,36.5
9,12,4,SSW,0,8.2
4,3,0,---,0,4.1
13,3,4.9,SSW,0,23
17,10,5.4,NW,0,38.5
6,5,2.2,NE,0,19
10,7,0.9,ESE,0,5.2
22,5,7.6,NW,0.2,51.7
8,11,1.8,NE,0,0.1
8,3,3.6,NNE,0,22.9
5,12,3.6,NE,0,0.3
15,3,1.8,WSW,0,0
15,8,5.4,N,0,26.9
23,11,1.3,SE,0,11.6
14,2,1.8,SE,0,0.5
4,10,0,NE,0,0.1
17,4,2.7,ENE,0,13.2
2,10,0.4,NE,0,0.1
15,5,4.5,WNW,0,48.6
12,7,1.8,WSW,0,0.5
19,7,1.8,W,0,0.2
20,2,3.1,SW,0,45.3
7,10,0.9,ESE,0,0.3
0,7,6.3,NNE,0,48.2
17,10,0.4,ESE,0,2.4
12,7,9.4,W,0,39.7
6,6,1.8,NE,0,0
3,2,2.7,NNE,0,4.9
11,8,3.1,WSW,0,12.2
12,7,1.3,W,0,3.7
9,3,4.9,W,0,32.1
23,7,1.8,NE,0,50.4
0,9,0,NE,0,23.5
7,9,0,ENE,0,11.8
3,11,0.4,ENE,0,10.8
8,7,1.3,NNE,0,3.7
0,1,0.9,SSW,0,0
4,3,2.2,ENE,0,25.5
18,1,5.8,SSW,0,46.2
8,1,3.6,SSW,0,14.2
22,5,0,W,0,0
20,2,4,SSW,0,20.4
0,7,1.8,N,0,31.5
16,5,1.8,WSW,0,0.1
14,1,3.1,SW,0,3.8
8,5,0.4,SW,0,0.2
14,8,7.2,NNW,0,40.5
20,7,0,SSE,0,0.1
17,10,1.8,E,0,42
21,8,0,W,0,1
14,1,1.8,S,0,0.2
11,5,10.7,NE,0,43.2
14,8,4,W,0,13.2
3,2,0,---,0,0
19,9,4.9,NE,0,33.3
17,4,0.9,SE,0,4.2
16,5,4.5,W,0,11.4
2,7,8.5,NNE,0,51.3
6,2,2.7,S,0,11.9
5,10,13.4,NE,0,37.9
11,7,0.9,E,0,4.7
2,6,3.1,ENE,0,4.8
7,1,4,NNE,0,11.9
0,8,0.4,N,0,2.4
18,11,4.5,SSW,0,20.8
3,5,0.9,SW,0,16
1,1,0,SSW,0,18.5
23,10,4,NE,0,39.1
23,6,0.9,WNW,0,2
8,6,5.4,NE,0,40.1
9,8,7.6,NNE,0,31.2
15,5,3.1,W,0,0.3
16,6,0.4,ENE,0,0
18,1,4.5,SSW,0,25.2
7,7,0,WSW,0,0.2
0,10,4.5,SW,0,45.1
0,4,1.3,SE,0,0
14,8,3.1,WSW,0,21.4
18,8,3.1,SW,0,30.8
11,9,1.8,W,0,0
21,5,0.9,SW,0,3.4
21,1,0.4,SSE,0,35
9,3,2.2,NE,0,1.6
5,10,1.3,S,0,0.2
2,11,1.8,NE,0,30.7
8,5,1.3,NE,0,0
12,1,1.8,S,0,0
5,8,2.7,NE,0,13.3
17,5,2.2,SW,0,6.1
16,10,6.3,WNW,0,45.3
5,5,0.4,ENE,0,0
10,5,3.1,WNW,0,30.3
10,8,0.9,NE,0,0.1
3,4,1.8,ENE,0,0
19,3,2.7,SSW,0,17.6
7,1,0,NE,0,0
13,4,1.8,E,0,0.1
14,11,5.4,SW,0,37.9
2,5,1.8,SW,0,13.7
7,3,0.4,WNW,0,6.2
3,9,0,NE,0,0.1
20,10,0,SE,0,14.9
3,4,1.8,NNE,0,3.3
3,10,8.5,NE,0,0
19,9,0,S,0,10.3
1,8,0.4,NNE,0,17.7
14,5,1.3,WNW,0,0.1
12,4,4.9,NE,0,0
7,8,1.3,SW,0,20.7
4,12,1.3,NE,0,11.3
23,4,0.4,SSE,0,3.2
6,4,2.7,NE,0,0
18,1,3.1,WSW,0,-0.1
9,8,5.4,WNW,0,32.2
13,7,10.3,NE,0,43.7
6,6,1.8,NNE,0,1.8
13,3,5.4,W,0,27.8
21,9,0,---,0,12.3
11,7,1.3,WSW,0,0.2
5,7,1.8,NW,0,22.8
7,10,0.9,NE,0,21.3
15,6,3.6,NE,0,0
3,3,2.2,SSW,0,30.5
2,5,1.8,NE,0,17.3
9,4,6.3,NE,0,39.2
19,5,0.9,SW,0,0.4
10,5,6.7,N,0,46.6
5,10,0,NE,0,0.1
20,9,0,NE,0,9.9
6,7,4,W,0,41.2
2,12,3.1,NNE,0,21.3
20,8,5.4,WSW,0,33.3
16,3,5.4,SW,0,40.4
3,7,8.9,W,0,45.5
12,10,5.8,N,0,19.9
21,4,0.4,SSW,0,14.8
20,7,6.3,W,0,41
20,11,2.7,SSW,0,20.4
1,7,6.3,NW,0,38
1,8,0,S,0,5.6
15,3,2.7,NNE,0,0
18,8,3.1,WSW,0,24.1
10,6,5.4,W,0,25.9
21,2,0.4,E,0,34.5
18,2,6.3,WSW,0,22.2
20,3,6.3,SW,0,50.9
7,11,4,NNW,0,35.4
12,11,0.9,NE,0,0
2,12,1.3,SW,0,13.4
21,8,0,S,0,0.4
13,3,3.1,NNW,0,0.6
9,6,2.2,NE,0,0
19,8,8.5,WSW,0,52.7
15,8,2.7,SSW,0,0.2
8,7,2.2,NNE,0,2.1
23,4,0,---,0,0.2
0,7,0.4,ESE,0,27.4
0,8,1.3,NE,0,0
2,2,0.9,E,0,0
21,12,3.1,SW,0,16.7
7,2,1.8,NE,0,0
10,2,1.8,SE,0,39.1
6,6,0,---,0,0.2
1,6,7.2,NE,0,36.8
19,6,0.4,WNW,0,0
15,1,4,SW,0,30.6
11,9,7.2,NW,0,25.7
21,8,3.1,WSW,0,0.9
6,4,1.8,ENE,0,48.4
17,6,0.9,S,0,6.2
2,10,2.7,NE,0,13.2
8,9,2.7,NNE,0,0.1
17,12,5.8,SSW,0,23.6
23,10,0.4,E,0,0
2,5,4.9,NE,0,46.2
15,1,3.1,NNE,0,0.1
15,7,2.2,WNW,0,0.7
5,11,1.3,SSE,0,0.2
16,8,0.9,ENE,0,0.1
1,9,0,SW,0,0.1
14,12,4.5,WSW,0,21.9
6,9,0.4,ENE,0,6.8
7,4,0.4,NE,0,4.3
5,4,2.7,NE,0,0
3,4,4.5,WSW,0,31.5
14,2,2.7,SSW,0,5.5
19,8,3.1,NE,0,34.2
12,10,1.8,ENE,0,1.2
7,2,3.6,SW,0,40.7
21,9,2.7,NE,0,25.3
11,7,5.8,WSW,0,22.6
18,7,0.4,WSW,0,0.4
5,7,3.1,WSW,0,44.5
7,10,1.3,NE,0,1.6
16,5,4,W,0,10.7
13,1,3.6,NE,0,0.8
23,5,5.8,NE,0,31.5
5,1,0.4,SW,0,14
0,3,0.4,SW,0,0.9
14,10,4.9,N,0,4.7
7,3,0.4,E,0,15.7
4,5,10.7,W,0,50.6
7,11,1.3,E,0,4.8
2,5,1.8,ENE,0,2.3
2,6,1.3,SSW,0,25.5
2,10,2.2,NE,0,0
9,6,4.5,NE,0,45.6
19,5,0.4,SW,0,8.5
12,10,5.4,WNW,0,31.7
16,5,6.7,NW,0,44.1
4,9,0.4,SSW,0,11
17,5,3.6,W,0,0.9
0,1,4,SW,0,36
12,12,0.9,N,0,0.1
13,9,7.6,NNW,0,23.6
20,1,3.1,SSW,0,19.5
1,5,0,NNW,0,7.6
2,5,3.1,WSW,0,21
2,1,1.3,NE,0,6.3
3,8,0.9,NE,0,0.2
8,3,0.9,S,0,24
6,8,8.5,WSW,0,38.9
19,1,2.2,NNE,0,0
3,11,0.4,ENE,0,16.6
17,7,1.3,SSW,0,0.2
20,12,1.3,E,0,39.2
15,8,5.4,WSW,0,20.5
2,3,1.8,NE,0,40.6
9,8,3.1,NW,0,14.1
2,10,3.1,NE,0,38.4
10,12,6.7,SW,0,43
22,9,0.4,NE,0,19.4
10,1,4.5,SSW,0,18.5
11,12,0.9,NNE,0,15
16,7,1.3,SSW,0,0.2
6,6,4.9,WNW,0,40.9
19,9,0.4,WNW,0,0.1
10,11,0.9,ENE,0,0
3,2,2.2,SW,0,46.9
4,3,0.4,W,0,5
15,4,7.2,NE,0,15.7
22,2,1.8,S,0,19.8
12,12,3.1,SSW,0,0
11,10,3.1,NE,0,7.9
14,6,4.5,SSW,0,43.2
8,7,4.5,NW,0,46.4
16,5,5.8,WNW,0,43.9
8,9,6.3,WSW,0,3.4
3,6,4.5,ENE,0,39.4
4,12,0,NW,0,2.4
3,8,0,SSW,0,0.1
16,8,1.8,WNW,0,0.1
7,8,3.1,WSW,0,17.8
4,5,6.3,WSW,0,41
17,3,2.2,NNW,0,0
16,11,4.9,SW,0,22.3
22,7,0.4,S,0,7.5
7,8,2.2,SSW,0,41.6
11,9,5.4,W,0,10.3
11,8,9.8,WSW,0,39.8
12,5,6.7,SW,0,49.8
2,4,0.4,NE,0,0.7
0,6,0,SSW,0,0.1
11,2,9.8,WSW,0,29.8
15,5,1.8,SW,0,0.2
3,2,1.8,NE,0,9.9
23,12,2.2,NW,0,5.5
22,10,2.7,NE,0,14.1
6,6,3.1,NE,0,35.4
2,12,2.2,SSW,0,14.5
0,2,0,SSW,0,7.1
1,10,4,SW,0,46.1
11,4,4,NE,0,14.1
1,11,0,SSW,0,0.6
14,11,4.9,N,0,5.4
7,7,10.7,W,0,37.1
3,9,0,SSW,0,9.7
12,8,7.6,W,0,47.5
23,5,2.7,NNE,0,27.5
10,7,3.1,WSW,0,23.9
8,3,0.4,SSW,0,27
1,10,8.9,W,0,48.6
22,1,0.4,NE,0,7.8
16,1,1.3,SE,0,11
4,10,0.4,NE,0,0.1
5,8,11.6,N,0,41.1
5,8,1.3,NE,0,9.7
8,2,3.6,SSW,0,11.8
10,7,7.2,NNW,0,31.9
20,10,5.4,SW,0,43.9
15,3,5.8,SW,0,39.9
10,1,4,NE,0,8.5
8,12,4.9,NNE,0,5.5
0,9,7.2,NNE,0,50.1
12,10,7.6,WSW,0,39
16,8,4,WSW,0,11.5
9,11,3.1,SSW,0,3.2
12,7,7.6,NNE,0,15.3
16,1,2.2,NE,0,0.1
15,2,1.3,ESE,0,0.6
13,7,1.8,NW,0,35.1
22,2,0.9,SSW,0,2.2
20,2,0.9,E,0,36.6
22,10,0.4,E,0,40
14,9,4.9,WSW,0,14.1
1,9,0.9,ENE,0,0
8,5,0,SSW,0,1.6
16,8,4.5,N,0,48.6
6,6,0,SSW,0,14.2
8,12,4.9,NE,0,5.7
6,4,5.4,NE,0,10.3
8,3,4.5,NNE,0,3.4
2,4,0.4,NNE,0,3.7
8,2,3.1,NNE,0,3.3
23,3,4.5,SW,0,49.9
16,4,2.2,SSW,0,12.5
21,8,0.9,NE,0,0.8
17,3,7.2,WSW,0,34.9
17,12,3.1,NW,0,10.9
10,4,6.7,NE,0,0
9,8,1.8,NE,0,8.1
23,12,1.8,SSW,0,23.4
0,12,1.8,SSW,0,22.4
18,4,0.4,SE,0,4.7
2,1,0,S,0,0
7,12,1.3,SSE,0,28.1
21,6,0,---,0,0
19,12,5.4,SSW,0,42.8
5,9,2.2,W,0,49.7
15,2,2.2,SSE,0,35
2,11,1.3,SW,0,5
10,10,4.9,NNE,0,12.6
6,6,2.7,NE,0,33.2
18,4,7.2,WNW,0,47.7
6,4,2.7,NE,0,0.1
1,7,2.2,ENE,0,48.7
13,3,5.4,WSW,0,22
5,6,2.2,NE,0,1.8
20,6,7.2,NE,0,35.7
11,5,3.6,NE,0,0.3
23,9,0.4,ENE,0,14.8
15,10,0.9,SW,0,0.5
14,8,10.3,WSW,0,38.9
2,8,2.7,NNE,0,6.1
17,10,2.2,ENE,0,44
22,1,0.9,S,0,23.9
5,8,3.1,ESE,0,52.3
21,10,0,SSE,0,22
12,2,3.1,NE,0,2.7
11,8,11.2,N,0,50.1
12,12,4.9,SW,0,28.6
23,3,0.4,SW,0,0
23,11,9.8,W,0,44.5
19,3,0.4,ESE,0,10.8
11,3,3.6,W,0,18.7
3,12,0.9,SSW,0,18.8
2,4,2.2,W,0,0.8
16,2,5.8,W,0,44
4,6,4.5,ENE,0,39.1
22,3,0.4,SSW,0,5.6
22,12,1.8,SSW,0,3.7
16,1,1.8,SSE,0,5.6
12,6,5.8,NE,0,14.2
10,4,0.4,SSE,0,0.1
7,8,2.2,NE,0,31.3
10,1,0.9,NNE,0,0.1
11,7,1.8,ENE,0,0
14,7,7.2,WNW,0,46.2
8,7,4.5,N,0,23.6
8,3,3.6,NE,0,34.8
17,8,3.1,WSW,0,12.3
10,11,5.4,NW,0,38.7
16,3,5.4,WSW,0,11.5
22,7,1.3,W,0,0.2
12,7,7.6,WSW,0,44.3
2,3,0,E,0,4.3
2,4,2.2,WSW,0,17.2
13,1,2.2,NNE,0,0.2
22,6,5.8,NE,0,34.4
2,10,2.7,NE,0,35.2
6,11,2.7,NNE,0,13
14,4,5.8,N,0,17.2
9,7,4,NNE,0,23.4
10,4,4.9,NE,0,0.1
1,5,1.3,ENE,0,23.5
17,5,6.3,WNW,0,52.6
19,8,1.3,S,0,15.9
21,7,0.9,SSW,0,4.1
9,9,4,NE,0,8.1
5,8,7.6,W,0,52.6
5,8,4,WSW,0,22
18,7,1.8,N,0,19.8
10,8,7.6,WSW,0,50.7
19,8,0,---,0,0.5
0,5,2.2,SW,0,32.4
7,6,6.3,NE,0,40.5
13,2,5.4,SW,0,25.1
22,12,3.1,NE,0,19.2
7,12,0.4,E,0,11.6
4,8,0.4,NE,0,0.2
19,6,4.9,SW,0,29.3
12,7,8.9,W,0,35.7
14,7,2.7,SW,0.2,17.6
13,2,4.5,SW,0,26.3
18,11,3.6,SW,0,14.2
1,8,3.1,WSW,0,0
17,5,7.6,NNW,0,37.7
20,7,1.8,NNE,0,12.6
15,10,1.8,WNW,0,3.8
9,4,1.3,ENE,0,0
21,10,0.9,NE,0,0.1
21,11,0.9,SSW,0,0.2
14,6,4.9,NNW,0,7.5
1,8,0.4,SSW,0,0.1
5,3,0.4,ESE,0,1.9
17,4,5.8,NNW,0,44.7
18,5,7.2,WSW,0,44.2
2,3,4.5,NE,0,36.5
15,8,3.1,WSW,0,30.3
5,6,4,NE,0,43.9
6,2,5.8,WSW,0,5.8
8,4,4.9,NE,0,0
15,8,6.3,NE,0,16
7,4,2.2,SSW,0,21.3
20,11,2.7,SW,0,47.6
22,8,0.9,NW,0,1.1
21,9,0,NE,0,4.4
10,3,2.7,SW,0,0.5
1,12,2.2,SSW,0,0.1
17,4,3.6,WSW,0,17.4
1,4,2.7,NE,0,48.9
11,9,1.3,SW,0,0.1
13,4,1.3,NE,0,0.1
5,8,1.8,ENE,0,41.2
23,8,2.7,NW,0,9.5
16,7,5.8,WNW,0,44.1
17,8,4,W,0,32.8
16,7,1.8,NW,0,0.1
12,11,2.2,ESE,0,13.6
5,8,1.8,SW,0,22.6
13,10,5.8,WSW,0,25.4
0,12,0.4,NE,0,1.2
4,6,1.3,NNE,0,1.8
8,2,0.4,ENE,0,0.2
15,11,4.5,W,0,27.1
6,2,3.6,NE,0,14.1
21,1,0.4,SSE,0,5.6
14,8,12.5,WSW,0,41.1
2,7,0.4,ESE,0,22.9
5,5,2.7,NE,0,22
13,5,4.9,SW,0,26.4
10,5,6.3,W,0,41.8
21,12,1.3,ESE,0,33.5
10,12,13,NNE,0,40.1
6,8,3.6,N,0,23.6
22,10,3.1,SSW,0,19.1
21,8,7.2,WSW,0,48.8
20,11,3.1,SSW,0,17.3
3,4,1.3,NE,0,13.3
10,5,5.8,W,0,36.8
9,6,0.4,SE,0,0
23,9,0,SSW,0,25
12,8,0,NE,0,0.1
11,1,7.2,N,0,50
16,10,4,SSW,0,28.4
5,12,0,SW,0,8.3
6,9,3.1,NE,0,19.2
13,12,8,NNW,0.2,50.3
3,8,1.3,NE,0,28
3,9,4,WSW,0.2,24.8
1,9,1.3,NNE,0,15.7
23,6,0,NW,0,0
4,3,1.3,NE,0,29.2
10,5,2.2,NNW,0,24.8
9,10,6.3,WSW,0,36.4
12,1,5.4,WNW,0,24.3
15,7,7.2,WSW,0,37.8
4,3,2.7,NE,0,25.3
22,5,2.7,NE,0,10.4
3,8,1.8,ENE,0,39.2
1,7,1.8,NW,0,52.5
4,10,1.3,NNE,0,41.7
5,10,3.1,SW,0,34.4
13,7,1.8,SW,0,0.1
4,7,1.8,NW,0,51
5,2,3.1,S,0,14.4
20,7,0.4,S,0,6.7
0,10,2.7,NNE,0,11.4
9,1,2.2,E,0,8
5,11,0,WNW,0,10.7
16,10,2.7,NE,0,0.2
11,3,8.9,W,0,52.8
8,12,0.9,ENE,0,2.2
16,8,2.7,SSW,0,20.1
11,2,0.9,SSE,0,0.1
19,1,0.4,SW,0,0
0,12,1.3,SSW,0,14.8
14,11,1.3,SW,0,0.9
2,9,0.4,NE,0,-0.1
4,6,0,NE,0,9.2
19,4,4.5,SSW,0,26.9
11,6,4,ENE,0,18.9
23,9,0.9,NE,0,3.9
19,6,5.4,NE,0,36
16,6,2.7,WNW,0,0.1
8,11,3.6,SW,0,14.2
7,11,4.5,NNE,0,1.5
12,3,3.1,WSW,0,4
22,9,0,NE,0,2.8
9,1,0.4,NNW,0,0.1
19,8,4.5,NW,0,44.3
15,6,5.4,W,0,12.7
12,2,2.2,SSW,0,1
0,8,13.9,WSW,0,50.9
4,1,0.9,WNW,0,3.6
21,2,1.3,SSW,0,16
6,8,12.1,WSW,0,50.9
11,9,15.6,NNW,0,33.3
8,1,3.1,NE,0,21.6
12,8,0.9,NE,0,0.1
13,1,4,WSW,0,32.8
7,8,4.5,WNW,0,39.1
2,2,0.4,SSW,0,2.4
13,2,8,WSW,0,44
7,4,0,---,0,0.4
10,10,4.9,SSW,0,19.6
23,12,0.9,SSW,0,6.7
18,10,4.9,N,0,48.3
14,6,2.2,NE,0,0
19,8,0.9,SSW,0,3.9
5,9,0.4,NE,0,-0.1
7,5,4.5,NNE,0,31.9
14,10,1.3,ESE,0,12.6
20,8,6.3,W,0,48.9
23,9,0.4,NNE,0,0
7,6,5.8,W,0,37.2
7,5,2.7,WSW,0,10.2
6,11,2.2,NE,0,12.3
14,6,5.4,W,0,13.4
1,5,0,SW,0,3.5
18,1,5.8,SW,0,49.9
14,2,2.7,W,0,6.8
7,1,0.9,NE,0,0.8
13,9,2.7,SW,0,0.2
8,8,1.3,S,0,20.6
2,11,3.1,NE,0,45.7
23,7,1.8,N,0,36.3
6,2,2.2,NE,0,9.6
8,3,2.2,NE,0,1.1
14,10,2.2,SW,0,0.1
2,4,0.4,SSW,0,3.4
8,9,5.4,W,0,32.7
8,10,8,W,0,41.8
7,11,2.7,NNE,0,4
12,9,0.9,SSW,0,0.2
12,8,7.6,NE,0,21.4
20,5,4.5,NE,0,39
14,8,5.8,NNE,0,32.3
2,6,1.8,NE,0,29.5
15,9,0.9,SE,0,0
8,7,1.8,NW,0,52.3
12,3,0.9,ENE,0,0.1
12,5,2.7,SSW,0,3.2
12,5,3.6,NE,0,0.1
0,11,0,SSW,0,0
23,7,0.4,ENE,0,1.9
2,4,0,SSW,0,0
20,4,1.3,S,0,34.6
6,5,4.5,NE,0,24.9
8,1,4,NNE,0,7.6
10,4,1.3,ESE,0,0.1
18,4,1.8,ENE,0,11.8
2,2,1.8,SSW,0,6.8
16,3,1.8,SE,0,0.6
0,2,3.1,NE,0,26.5
20,6,0,NW,0,0
17,6,2.2,NNE,0,0.1
9,3,5.8,NE,0,37.3
11,5,2.2,SSW,0,2
20,2,0.4,E,0,34.5
6,5,0.4,NW,0,21.5
15,11,5.8,SW,0,28.5
12,9,1.8,WSW,0,0.1
18,7,0,SE,0,5.1
6,7,3.1,ENE,0,1.6
9,10,4.5,NNE,0,3.8
13,3,8,WSW,0,48.4
21,6,0,WNW,0,0
5,8,3.1,NE,0,26.8
23,8,2.2,NNE,0,13.9
0,1,0.4,NE,0,7.6
7,10,4,SW,0,19.8
10,7,0.9,NE,0,0.1
17,8,3.1,WSW,0,0.1
21,1,0.9,SSW,0,19.1
7,8,15.2,NNE,0,38.4
5,8,2.2,NE,0,29.1
6,1,2.2,ESE,0,3
1,12,0.9,NE,0,0.3
6,8,2.7,NE,0,45.7
20,12,8,SW,0,36.7
3,1,3.6,SSW,0,31.2
7,9,0,NNE,0,0.5
9,5,3.6,WSW,0,45.2
22,6,0,WNW,0,6.4
15,8,7.2,NNW,0,31
2,7,4.5,SW,0,48.4
21,12,1.3,S,0,19.5
18,7,1.3,N,0,8.5
17,11,2.7,WSW,0,5.3
18,11,1.8,SE,0,25.3
19,4,3.1,SSW,0,0
14,3,6.3,SW,0,33.5
12,5,0.4,NE,0,0
14,10,13,N,0,46.2
16,7,2.2,W,0,6.2
19,6,1.8,ENE,0,51.4
0,7,4.5,WSW,0,25.6
10,2,4.5,SSW,0,7.3
7,1,3.6,SW,0,9.2
8,5,8.5,NW,0,50.9
6,9,0,ENE,0,0
18,5,2.7,W,0,0.9
11,12,4,NE,0,0.4
13,4,3.1,ENE,0,3.1
4,7,1.8,NE,0,9.2
14,8,3.6,N,0,5.4
2,7,0,ESE,0,0
3,4,1.8,NE,0,24.3
16,12,5.8,NNE,0,14.6
7,9,1.8,SW,0,10.6
13,1,3.1,NNW,0,26.5
8,7,8.9,W,0,44
18,11,4,SSW,0,24.5
1,10,0.9,ESE,0,0
7,4,3.6,NE,0,0
20,1,0,SSW,0,2.9
4,5,4.5,WSW,0,5.3
2,6,3.6,NE,0,33.5
12,1,3.6,WSW,0,7.5
3,3,0.4,S,0,3.7
4,12,1.3,ENE,0,0.3
3,8,10.3,W,0,40.8
2,9,15.6,WSW,0,42.7
22,5,10.7,W,0,40.8
2,10,0,SE,0,0.1
20,3,2.2,SSW,0,9.6
13,8,1.8,SSE,0,23.7
7,10,3.1,NNE,0,7.9
18,9,5.4,WSW,0,45.1
15,2,2.2,S,0,10
14,4,2.2,SW,0,1.4
16,6,6.3,N,0,50.4
2,9,0.4,SE,0,3.6
19,5,5.8,WNW,0,52.3
16,2,1.3,S,0,0
12,6,3.1,NW,0,17.9
16,3,3.6,SW,0,15.6
9,8,4.5,NE,0,35
9,8,9.4,WSW,0,39
21,5,0,---,0,3.6
15,6,1.3,NE,0,0
19,5,6.3,W,0,41.7
22,10,1.3,SSW,0,0.5
0,3,0,WSW,0,0
13,1,4.5,W,0,31.1
4,3,1.8,SSW,0,45.3
14,10,1.3,E,0,11.8
17,1,2.2,SSE,0,19.1
6,10,5.4,WSW,0,29.1
21,5,3.1,SW,0.2,22.2
20,8,0.4,N,0,18.2
14,8,9.8,WNW,0,42.9
7,6,3.1,NE,0,45.1
5,10,0.4,NE,0,0.1
1,1,2.7,SSE,0,27.7
16,10,4,SSW,0,11.2
18,1,4.5,WSW,0,7.6
16,12,10.3,SSW,0,39
22,11,0,WSW,0,9.3
10,6,1.8,SE,0,7.4
22,6,7.2,NNE,0,34.7
12,1,2.2,SW,0,8.8
17,10,0.9,ESE,0,1
21,6,2.2,NE,0,7.5
17,7,2.7,W,0,0
22,7,1.8,ENE,0,12.3
16,8,6.3,SW,0,36.9
12,5,2.2,SSW,0,2.5
12,10,9.4,NNE,0,40.4
5,8,0,---,0,0.1
